time,{tank1}.tank1.WaterTank1.inFlow,{tank1}.tank1.Tank1WaterLevel,{tank1}.tank1.Tank2WaterLevel,{tank1}.tank1.Tank2OutFlow,{tank1}.tank1.WaterTank2.I1.state,{tank2}.tank2.puddle,{tank2}.tank2.Tank3OutFlow,{tank2}.tank2.level,{controller}.controller.wt3_valve
0,0,1.00E-06,0,0,0,0.022567583,0,0,FALSE
0.05,0,6.89E-07,3.11E-07,0,0,0.022567583,0,0,FALSE
0.1,1,0.003333928,4.05E-07,0,0,0.022567583,0,0,FALSE
0.15,1,0.054484331,0.008850002,0,0,0.022567583,0,0,FALSE
0.2,0,0.077170513,0.029497154,0,0,0.022567583,0,0,FALSE
0.25,0,0.06660111,0.040066557,0,0,0.022567583,0,0,FALSE
0.3,0,0.060735312,0.045932355,0,0,0.022567583,0,0,FALSE
0.35,1,0.095830375,0.054170625,0,0,0.022567583,0,0,FALSE
0.4,1,0.123351477,0.066649523,0,0,0.022567583,0,0,FALSE
0.45,0,0.119414404,0.087253262,0,0,0.022567583,0,0,FALSE
0.5,0,0.112229993,0.094437674,0,0,0.022567583,0,0,FALSE
0.55,1,0.146386121,0.103614879,0,0,0.022567583,0,0,FALSE
0.6,1,0.173625351,0.116375649,0,0,0.022567583,0,0,FALSE
0.65,0,0.169494899,0.137172767,0,0,0.022567583,0,0,FALSE
0.7,0,0.162256312,0.144411354,0,0,0.022567583,0,0,FALSE
0.75,1,0.196379501,0.153621499,0,0,0.022567583,0,0,FALSE
0.8,1,0.223611824,0.166389176,0,0,0.022567583,0,0,FALSE
0.85,0,0.219479885,0.187187781,0,0,0.022567583,0,0,FALSE
0.9,0,0.212242667,0.194425,0,0,0.022567583,0,0,FALSE
0.95,1,0.246368772,0.203632228,0,0,0.022567583,0,0,FALSE
1,1,0.273602999,0.216398001,0,0,0.022567583,0,0,FALSE
1.05,0,0.269473487,0.23719418,0,0,0.022567583,0,0,FALSE
1.1,0,0.262237563,0.244430104,0,0,0.022567583,0,0,FALSE
1.15,1,0.296365175,0.253635825,0,0,0.022567583,0,0,FALSE
1.2,1,0.323600163,0.266400837,0,0,0.022567583,0,0,FALSE
1.25,0,0.31947151,0.287196157,0,0,0.022567583,0,0,FALSE
1.3,0,0.312236011,0.294431655,0,0,0.022567583,0,0,FALSE
1.35,1,0.346364098,0.303636902,0,0,0.022567583,0,0,FALSE
1.4,1,0.373599319,0.316401681,0,0,0.022567583,0,0,FALSE
1.45,0,0.369470925,0.337196741,0,0,0.022567583,0,0,FALSE
